customer.id,outfit.id,rentalPeriod.start,rentalPeriod.end
1311,outfit.aac7f6af58ec7121,11/23/2018,1/4/2019
3627,outfit.9cefc47607829803,10/11/2017,10/17/2017
2660,outfit.b4552786134645be908f6201f300cd1a,6/5/2019,6/12/2019
2685,outfit.59f5e44d06e04f8994127e5f6cc8c05c,5/14/2018,5/21/2018
4866,outfit.b2206c1b8be94546ab034c86d3fc7006,8/2/2019,8/5/2019
7130,outfit.fa737f8bee584d309426410002edac0e,12/23/2019,12/27/2019
6188,outfit.8fd69a5f4bce3686,7/5/2017,8/3/2017
1751,outfit.91605620213544c0b998da7831a483be,6/15/2019,6/18/2019
350,outfit.884239e94aaa2be7,9/14/2018,10/8/2018
7,outfit.5e1b9778e36d475699772148e5d4e27b,11/20/2019,11/21/2019
4738,outfit.8089669c8425f6c2,8/7/2017,9/7/2017
5523,outfit.9e6fb1bf13af8fe4,1/6/2018,1/22/2018
1457,outfit.a294399ed5bfba8f,10/21/2017,11/21/2017
4085,outfit.9dc1abebc456d310,3/5/2018,3/9/2018
2686,outfit.8029d277321c184d,6/11/2017,6/19/2017
3217,outfit.35040533aa374146acdf6819785d4b85,6/5/2018,6/11/2018
5271,outfit.69510e71049843628dabe5ef896f1b04,8/15/2019,8/17/2019
2034,outfit.8d2d25de0e492c8e,11/10/2017,11/16/2017
3094,outfit.97280b4385ba4ea2a2b9516d9a2d4f3a,12/14/2019,12/20/2019
196,outfit.84d9c5a4e884fabc,6/8/2017,6/9/2017
5369,outfit.11c8bc7fcf3145f29a1b9be52483b41a,2/18/2019,2/25/2019
4354,outfit.843ff45ec72d499cb14aefb24735dbf3,5/24/2019,5/27/2019
2453,outfit.900e7c40c8c4ef25,7/31/2017,9/1/2017
820,outfit.bafaa5337f305490,6/17/2017,6/18/2017
535,outfit.98ca0677ca9b1cb2,10/6/2017,11/6/2017
2944,outfit.88ba45c8d4a04b1395a422aae1803949,3/12/2019,3/16/2019
2970,outfit.b9344188bba8fbcc,1/21/2019,1/31/2019
5675,outfit.4c6dedbe036e4a83b4847951a9bf03e1,8/25/2018,9/3/2018
2099,outfit.82ec1db640c48b3f,6/6/2019,6/11/2019
3413,outfit.2c262bf74e874db8b21f0cfae430c005,1/24/2018,1/29/2018
393,outfit.91d7bcbd88004c9e939fb7877dc4a1f7,1/11/2020,1/24/2020
577,outfit.b6a27dfa0198a9bb,6/16/2017,6/26/2017
1356,outfit.2204df2016c84afd873a1d7e09f6ec75,3/29/2019,4/1/2019
5493,outfit.babb63d0b8550829,6/29/2017,7/5/2017
2374,outfit.a4870ed967c9d3bf,1/18/2018,1/22/2018
3880,outfit.6f728ba37a6a48c79e1755dd50f191c6,6/11/2019,6/17/2019
6638,outfit.bc074935620bc658,8/10/2017,8/17/2017
1545,outfit.82d7dcf690da4fc09bcf658816bccd3c,6/10/2019,6/13/2019
1990,outfit.96a898b3fea75da0,6/11/2019,6/16/2019
4366,outfit.b232dfc2ba4bd49f,11/29/2019,12/27/2019
6536,outfit.b68b720dbd521460,10/7/2017,10/13/2017
4729,outfit.2f42b71f71a747be93a9be35f04326bb,8/22/2018,8/27/2018
5804,outfit.915272dd8393bc1d,4/5/2018,4/10/2018
6538,outfit.900438ff036a2f39,8/30/2016,9/29/2016
5271,outfit.84d367ebb5389860,6/29/2017,7/6/2017
3242,outfit.e5573a0b879d4a31b02ff8dfe70ea20f,10/18/2019,10/22/2019
3418,outfit.99cc91aeda7eb778,12/9/2017,12/14/2017
3504,outfit.92629bde8fa200ac,6/14/2017,6/21/2017
2743,outfit.77198ec009ad4cc98e710f5bcd1a6ab2,9/12/2019,9/16/2019
5925,outfit.863bc2ecb4b6d84a,4/25/2018,5/2/2018
6128,outfit.396fa9d64d3446cea284a9d75ffbc369,1/7/2020,1/10/2020
5991,outfit.863778387bfb01e9,5/23/2019,5/26/2019
1426,outfit.a2a337d0f96df632,8/23/2017,8/29/2017
1239,outfit.ca56ec7bf3fa49ed9f8a1a3dbba4b31c,6/9/2018,6/11/2018
4141,outfit.a73edcbba7424dd8aa3643bf4b7587ba,4/2/2019,4/13/2019
2889,outfit.86e283dd437a94c3,6/23/2017,6/29/2017
3554,outfit.535efada9108457eab3229a4305939d7,8/22/2019,8/26/2019
6055,outfit.af375355b998599e,7/20/2017,7/22/2017
6156,outfit.bc76da0a2f194ae8,11/9/2017,11/16/2017
6367,outfit.acb486457cd6bf6c,1/3/2017,1/3/2017
530,outfit.a4a8f76f18ed4907ba632600bd676db4,12/28/2019,1/6/2020
2813,outfit.1515a54502e34532a658bb12f419c557,6/19/2019,6/24/2019
3594,outfit.969a3cba66616959,4/21/2017,5/20/2017
3533,outfit.b5bd6737b50a456d,10/14/2017,11/12/2017
1909,outfit.b41f89f8308a02c1,8/6/2018,8/10/2018
6474,outfit.b009e4c71ba46c73,6/19/2017,7/10/2017
2436,outfit.90f7caee60bf4dbf8f731e83d2560155,1/10/2019,1/13/2019
4738,outfit.9a6b734068749450,8/2/2017,9/4/2017
2567,outfit.9c1cfe777e304428,3/1/2017,3/7/2017
3348,outfit.b793783fe5060f94,7/27/2017,7/31/2017
4738,outfit.954f0b5085c15444,9/25/2017,9/26/2017
3917,outfit.b062ab06e90a49a4,9/19/2017,9/25/2017
5745,outfit.51cc1780e9ef4f33ab4f532f36dc808c,2/7/2020,2/10/2020
2018,outfit.09f131a3a13141da9b70638289d27de3,10/3/2019,10/7/2019
3955,outfit.a7e7a84a147946b6,8/12/2017,8/19/2017
3530,outfit.8400c26ee9d435bb,8/16/2018,8/20/2018
776,outfit.ade14014f77cddbe,7/4/2018,7/9/2018
5694,outfit.b0784737a41dfe8a,8/11/2017,8/17/2017
6723,outfit.d39e1ea737f34b539bee8e0a7dfc0797,7/20/2018,7/23/2018
5889,outfit.9038623c473340038e17175e97642e27,10/31/2019,11/15/2019
3099,outfit.a9f692cbce787ad9,12/22/2016,1/2/2017
7088,outfit.828415ff4598126d,11/16/2017,11/22/2017
2422,outfit.8102ab9ef36547d1b50627b45fe5be95,12/16/2019,12/19/2019
2720,outfit.9d1bc156980ab579,12/6/2019,12/9/2019
1970,outfit.8d67193bfe00b765,2/2/2017,2/8/2017
2567,outfit.a8083cd1fd8b4da982f6f8b6364d96a6,11/21/2019,12/30/2019
4738,outfit.9c07ee0a9a154c50,5/15/2018,10/15/2018
5573,outfit.88aa6b8afc82c9d8,6/1/2017,6/7/2017
4800,outfit.a6d54a6b44485eef,7/25/2017,8/23/2017
2567,outfit.c7b2894a9f3c4c568f982ca6c89ea6d8,3/29/2019,4/26/2019
4154,outfit.6f728ba37a6a48c79e1755dd50f191c6,3/25/2019,3/31/2019
6584,outfit.07602873909f41b6a572fb50dc042dbd,12/6/2018,12/8/2018
1968,outfit.a8d4afd14f4a3f8e,12/21/2016,1/21/2017
2066,outfit.6f6ace195ce44ccdbafbb72c1b4cde13,10/18/2019,10/21/2019
6747,outfit.be798df57c7c2e20,11/30/2017,12/2/2017
5214,outfit.9038623c473340038e17175e97642e27,2/6/2020,2/10/2020
4919,outfit.9fde090f117fb9d9,9/6/2018,9/9/2018
2725,outfit.b4a6d24e36d41fb2,1/17/2019,1/20/2019
3661,outfit.1bd222290ef949289385cfdc1a02c20d,9/1/2018,9/4/2018
4052,outfit.e8523226e74a45dcb42973c6e425812a,5/31/2019,6/3/2019
4832,outfit.be4b8e3a8d59b79f,10/19/2017,10/23/2017
527,outfit.93d1f684375e6e8c,12/20/2019,12/23/2019
2044,outfit.2cfb6a5a1fd64ce3bdb133628c58009f,11/3/2018,11/5/2018
3850,outfit.d14ca830a51d455ca672e1f11d4554d4,7/2/2018,7/9/2018
3810,outfit.684efa997862433aaf292a14289eaa4a,9/27/2018,10/1/2018
6188,outfit.8fd69a5f4bce3686,1/31/2017,2/6/2017
157,outfit.b9d143eeb1fee6cc,7/26/2019,7/29/2019
1861,outfit.8776f5d660d948c9bf3243220d6b1f16,12/11/2019,12/14/2019
2922,outfit.9614407b1e0563c3,6/19/2017,6/25/2017
3478,outfit.db13e9deae904483bed85c8358f81a8e,7/25/2019,7/29/2019
5920,outfit.83eb7bf17b40327a,12/13/2018,12/16/2018
2819,outfit.8d898d88a04f4023,12/30/2017,1/2/2018
738,outfit.b68b720dbd521460,4/17/2018,4/24/2018
6574,outfit.9051362ac0c51ee9,7/1/2017,7/8/2017
6636,outfit.5b607271e3ee467bb4188f977c0336b8,9/20/2019,9/21/2019
409,outfit.1cac5f6638f140a3bcd41d5c1cf4bdc5,8/24/2019,8/27/2019
2806,outfit.acda155f56ff5996,3/25/2017,4/23/2017
364,outfit.828280fdcb0431d8,6/23/2017,7/2/2017
3383,outfit.bb0b2a2f58aa9f0b,4/13/2018,4/16/2018
6864,outfit.98da0ca4a4eb9826,12/4/2019,12/9/2019
531,outfit.8abd50220ad4e085,12/7/2018,12/12/2018
2621,outfit.a2ad0b179225a11e,6/22/2017,7/31/2017
5759,outfit.29c4a457231a489cbffecc33717d3c5b,7/19/2019,7/22/2019
29,outfit.f44679211a454ace95d1011979fcc289,9/5/2019,9/9/2019
6842,outfit.bd061db386d78a56,12/23/2017,12/30/2017
3390,outfit.898c5a470b3f7745,4/5/2019,4/8/2019
535,outfit.80bc8901bc3e20e0,9/3/2017,9/7/2017
4626,outfit.a5fd07dbac4357da,8/18/2017,8/24/2017
5694,outfit.ada6bb8993e7a05e,11/22/2017,12/21/2017
7382,outfit.833effd849cb1526,9/2/2019,9/11/2019
2621,outfit.accb7df373297721,10/19/2016,10/21/2016
3208,outfit.b496cde8033ef69b,11/30/2018,12/3/2018
4908,outfit.98e0bb4a735b1bf8,10/11/2019,10/14/2019
6118,outfit.ba6583e00b16b4b4,5/25/2019,5/28/2019
3497,outfit.7702377559d840fb9ff8dbcb0f7a57e7,6/6/2019,6/11/2019
5125,outfit.b5b88c85bd0a8795,10/4/2019,10/7/2019
1968,outfit.a94fbc2c00c0d099,12/2/2016,12/10/2016
5561,outfit.b771d23bc1478563,8/2/2017,8/8/2017
3998,outfit.ba772cc5ab92aa96,9/22/2018,10/1/2018
1753,outfit.85e0eba5f5bc9e56,9/5/2019,9/9/2019
3734,outfit.a077add180ead55d,9/18/2017,9/24/2017
6511,outfit.9e6696c409727ca2,8/10/2017,8/14/2017
5346,outfit.81fdee6f89759abf,9/20/2018,9/24/2018
2367,outfit.1ff1200dca844ecd8ac042bd3363b7c5,6/19/2019,6/24/2019
1446,outfit.b3b8b8098e8c42f2,3/31/2017,3/31/2017
2621,outfit.9d470d5e4955bb54,5/24/2017,5/30/2017
4303,outfit.a85299b3ca9bf7f8,6/10/2017,6/17/2017
3126,outfit.bae4422cff02b9ff,6/7/2019,6/10/2019
2936,outfit.e9e6ef522291496dacaad16160c8a8f2,1/18/2020,1/21/2020
5479,outfit.84d367ebb5389860,8/30/2017,9/6/2017
136,outfit.bd2ab280ed364f26,11/9/2017,11/15/2017
3801,outfit.84d367ebb5389860,7/5/2018,7/7/2018
4968,outfit.f5e7d2d5b6524aa8afd7e9cc3a1ef67d,12/13/2019,12/16/2019
3757,outfit.98e0bb4a735b1bf8,7/9/2019,7/15/2019
1833,outfit.7702377559d840fb9ff8dbcb0f7a57e7,1/10/2020,1/13/2020
2915,outfit.bb723feff3247e9f,8/10/2017,8/16/2017
2807,outfit.833abaf20683f9df,6/20/2017,6/26/2017
6169,outfit.a6c0e8a2179a5b7b,7/15/2017,7/29/2017
1054,outfit.87e7ff688f1790aa,5/15/2018,5/21/2018
4857,outfit.7b513bfb084a46229d0af61e4ddb584d,12/31/2017,1/3/2018
3267,outfit.0ee3da8af7f24443b8e67630db2627bd,6/13/2019,6/17/2019
1434,outfit.8abcef93ceab44ddafe4a96fd8c69458,7/9/2019,8/30/2019
2453,outfit.b5c7105ac241406a,5/7/2017,5/21/2017
3574,outfit.8dd600ca3673694c,6/19/2017,6/25/2017
6628,outfit.7f53199a70b045598d5cbc1c0546d248,1/25/2019,1/28/2019
1796,outfit.bc76da0a2f194ae8,10/5/2016,10/29/2016
3515,outfit.9632d3d89d835c67,11/4/2017,11/18/2017
2621,outfit.4448e1b8445d4f75803151b3794492b6,7/1/2019,7/14/2019
6469,outfit.98eebea274f23dd6,12/15/2017,12/23/2017
6104,outfit.aecdd6d2249e8bc7,7/2/2017,8/1/2017
2567,outfit.924d3f57428df426,11/17/2017,12/17/2017
3226,outfit.b3d31d76ede3d815,10/11/2017,11/8/2017
5520,outfit.8cf5065a15462046,9/20/2017,9/26/2017
5573,outfit.8d9ddb294e977fef,8/18/2017,9/15/2017
839,outfit.a3d499af40d34244b2e92d0b9553b42f,3/2/2020,3/6/2020
1351,outfit.b6e876bed3cff76c,6/22/2017,7/3/2017
6694,outfit.833abaf20683f9df,6/13/2017,6/19/2017
2880,outfit.98887be7a2e49dba,6/13/2017,6/19/2017
2453,outfit.92cbc812639543a2,3/29/2017,4/7/2017
876,outfit.aac1fcc394b51b39,11/21/2017,11/27/2017
41,outfit.849ace7e1811150d,4/26/2018,4/29/2018
7004,outfit.ad8d383aed1232b4,8/19/2017,8/25/2017
1825,outfit.b6a27dfa0198a9bb,9/8/2017,9/14/2017
7036,outfit.b356bb118ba110ee,12/11/2017,1/3/2018
4266,outfit.b496cde8033ef69b,7/3/2017,7/9/2017
6188,outfit.b45f71cef3bf96b3,10/15/2017,10/23/2017
2880,outfit.98887be7a2e49dba,6/13/2017,6/19/2017
3050,outfit.c0dd5faf2a294aa09fd7a39dc7a313bd,11/23/2018,11/26/2018
1968,outfit.a4eaef9aa29da2c2,12/17/2016,1/17/2017
610,outfit.9aee78d90d74477a8709a5f6baf24e74,6/14/2019,6/15/2019
2268,outfit.934b25d37b2b4b1c9282653e245dec5b,1/8/2021,1/13/2021
4849,outfit.fc9c8d205beb4085832149b6ed9f58ad,5/23/2019,5/27/2019
2568,outfit.dfbc430b915c494a8b36b130cb57ccd6,3/30/2019,4/2/2019
6902,outfit.bc90486f7d645213,12/9/2016,1/7/2017
1449,outfit.b46055515de74fe49cf988fc4154bdc2,7/26/2018,7/28/2018
2621,outfit.9829649da7486f3f,4/24/2018,5/24/2018
270,outfit.090bd507e982425ab2a610ccdc3942d8,5/29/2019,6/2/2019
1520,outfit.43e73eedf7134d04afd27ea87948ce03,7/12/2019,7/30/2019
7092,outfit.833abaf20683f9df,4/9/2018,4/16/2018
4389,outfit.f609558b90b9453b8cea85d9ef920ce0,5/15/2018,5/21/2018
4933,outfit.9cefc47607829803,9/7/2017,9/13/2017
2507,outfit.ae61dd6f751498f2,6/24/2017,6/25/2017
873,outfit.ea6e2ed1ee964a7aa263a287d6d5663b,4/30/2020,5/4/2020
746,outfit.8f9387edfe8a46e1ab92aa7a41a46cc5,7/9/2018,7/24/2018
5979,outfit.a9cd4913d4d043c1803b8f7dec42d143,6/7/2019,6/10/2019
4977,outfit.0d6e2191127e46d093a55c1cedb9c1de,3/3/2020,3/6/2020
5573,outfit.966360ed23291650,8/23/2017,9/5/2017
4738,outfit.89b7c4936135cfb5,1/19/2018,1/22/2018
5487,outfit.849da9e81ba1e965,8/23/2017,8/29/2017
1907,outfit.94466aa2cd2e46019ad5a362477e5a66,5/30/2018,6/3/2018
440,outfit.01072806a707423fa1ea5fc9b8b03450,7/2/2019,7/5/2019
5271,outfit.82ec1db640c48b3f,6/28/2017,7/4/2017
4738,outfit.f8236458dcae4376b23db634f828c827,2/28/2020,2/29/2020
5255,outfit.8fda8ef6cb62ebcc,1/24/2018,1/31/2018
4738,outfit.8bfd655a8e4d2788,5/15/2017,5/19/2017
1125,outfit.8a5ecef40e6a5372,6/30/2017,7/7/2017
4583,outfit.5e30d4aec4614fd686224fa12d39faee,9/20/2019,9/23/2019
6430,outfit.3fefe4620b4e430e93f6801f75062f89,9/6/2019,9/9/2019
1675,outfit.954f0b5085c15444,6/23/2017,6/26/2017
280,outfit.bae4422cff02b9ff,8/24/2017,8/28/2017
6202,outfit.60074eb989a04e2bb5e9417ac1d7d2df,5/16/2019,5/19/2019
6676,outfit.830e914e5bf823e3,6/29/2018,7/2/2018
3205,outfit.accb7df373297721,4/25/2017,5/24/2017
3715,outfit.48dec5565f454acf903fe1ce1f41a39e,8/1/2019,8/5/2019
5922,outfit.0ce0b95cb8d64052b640ba1bfae5fbea,6/6/2019,6/9/2019
3348,outfit.b793783fe5060f94,7/27/2017,7/31/2017
1825,outfit.da55813dc4b7425e899c8d79d9310653,4/19/2018,4/23/2018
738,outfit.53a31f7360074b1cb7eb8b9c6367986d,6/29/2018,7/9/2018
2567,outfit.8abcef93ceab44ddafe4a96fd8c69458,10/14/2019,12/31/2019
4738,outfit.3fefe4620b4e430e93f6801f75062f89,12/30/2019,1/3/2020
4056,outfit.1b47c924e1684b9c94c76fa971ec8115,6/13/2019,6/17/2019
4738,outfit.2684b038d1e64fa1814b56b51b834047,12/9/2019,12/12/2019
5581,outfit.b062ee4767104d919307a2d539bb2c39,8/10/2018,8/13/2018
7382,outfit.b613acc51d432ec7,7/31/2018,8/16/2018
379,outfit.ab60e80ae6a9ac96,2/22/2017,3/21/2017
7103,outfit.b8ee247b1864a7c2,9/8/2017,9/18/2017
5188,outfit.828280fdcb0431d8,8/31/2017,9/6/2017
2026,outfit.b49e6f1cc73f48f9a6329311214ee57f,12/14/2018,12/17/2018
4704,outfit.977dad7f8f681741,8/4/2017,8/10/2017
7309,outfit.ac8b21f80afdc025,6/11/2019,6/14/2019
4008,outfit.68667a7b797740f69dce409eeeadac24,11/14/2019,11/22/2019
2429,outfit.b9c0bbd563524653,9/6/2019,9/9/2019
1076,outfit.b536d1b82bd7a054,2/15/2018,2/19/2018
4675,outfit.7afe0e0a3d504dd9a4713042b8d41a4a,8/16/2018,8/22/2018
5573,outfit.849ace7e1811150d,7/18/2017,8/2/2017
5804,outfit.a759980bd9c72584,4/3/2019,4/6/2019
6677,outfit.bae4422cff02b9ff,8/3/2017,8/9/2017
2579,outfit.7ca0d67e06f7491f926b46e7fbdbd32c,1/9/2020,1/13/2020
5489,outfit.37dfcefd9016441b96537a6b3de58e29,8/9/2019,8/12/2019
3373,outfit.88a780cac1d40972,9/19/2017,9/25/2017
6983,outfit.949ac0a833ef7592,8/31/2017,9/5/2017
1156,outfit.83b1e08b46bf0031,6/7/2017,6/10/2017
638,outfit.20e13d12d16c49c9a606bfb69543a47e,10/12/2019,10/14/2019
1275,outfit.52962c8c762e490daf173f864186033e,3/4/2020,3/9/2020
2260,outfit.9c8423a437e943daba9391c8a6b4fb38,5/31/2018,6/2/2018
6595,outfit.f258b06cf500493ca84997dcd64703ec,12/11/2018,12/14/2018
7103,outfit.b3aca8927927e99d,6/30/2017,7/17/2017
7303,outfit.7321c26a479e46cd9fb07fa3ab7d7594,12/5/2019,12/9/2019
2309,outfit.8115bb3b7581002a,8/29/2016,9/28/2016
3402,outfit.8d9ddb294e977fef,7/7/2017,7/9/2017
5454,outfit.f44679211a454ace95d1011979fcc289,6/14/2019,6/16/2019
6339,outfit.8400c26ee9d435bb,10/23/2017,10/29/2017
7061,outfit.a84d98da9b0b4c8d95457d446a4df5fd,12/12/2019,12/14/2019
6613,outfit.8fda8ef6cb62ebcc,9/26/2017,10/2/2017
2471,outfit.f3470e05ef67408193fca73325042ecd,7/4/2019,7/9/2019
2621,outfit.8f107798337996b7,2/10/2017,2/21/2017
3068,outfit.6a33eaa9e8ec4822aaf12e2d7148b888,9/14/2018,9/17/2018
5392,outfit.381f7b5ba8154e6ea2b7b98dd5030c9e,4/22/2018,4/26/2018
6357,outfit.a24ec8c88040844e,10/23/2017,10/30/2017
1191,outfit.5ef01d4dc15243fb854ca797716fd663,5/28/2019,6/4/2019
3424,outfit.9ce34cc9fb965fd1,4/24/2019,5/10/2019
7176,outfit.35cbf37338ff478d9a6608287eaca5be,3/26/2019,4/1/2019
5569,outfit.d44ae0b21fb940feab3385596af0c711,1/7/2020,1/14/2020
6313,outfit.94402a161ad186b4,9/7/2017,9/11/2017
7287,outfit.793b193b39194ef19a052aac02bf6c2b,8/10/2018,8/13/2018
387,outfit.a6f04936da238cdc,5/23/2017,5/30/2017
1011,outfit.a03256f024a5452cb9208a8e2475c506,8/15/2019,8/17/2019
6780,outfit.97030cda3a768cc7,6/26/2017,7/2/2017
4738,outfit.44f43a7468704235bf18fe7e88627654,8/22/2018,8/27/2018
6305,outfit.b062ab06e90a49a4,8/16/2017,8/28/2017
3850,outfit.26cdd2ae3a854c73a9d207dc298e3367,12/21/2018,12/30/2018
6542,outfit.ab2165f006de873a,11/21/2017,12/18/2017
2825,outfit.66208dc33bb64be483ecda5b9a4f66fa,12/30/2018,1/2/2019
6640,outfit.684efa997862433aaf292a14289eaa4a,6/21/2019,6/23/2019
4534,outfit.b43f37d3542f42628d7fc43403f8dd49,5/16/2019,5/19/2019
1454,outfit.94402a161ad186b4,8/16/2017,8/23/2017
1012,outfit.e651139650544931b3f27fe51659b50b,2/12/2019,2/15/2019
2621,outfit.989e3eb7e1be092f,10/7/2017,10/13/2017
4997,outfit.8072778e8abd448c81d42fce603c5bba,10/16/2018,11/3/2018
4269,outfit.804540f3384690cf,7/19/2017,8/1/2017
3212,outfit.c8c5d18e8365419eba926afed7344dd7,8/23/2019,8/26/2019
4500,outfit.874a48e6146bac16,12/1/2016,12/10/2016
5112,outfit.804540f3384690cf,6/26/2017,7/25/2017
746,outfit.bbdd99b53f925ae3,2/26/2019,3/1/2019
5123,outfit.87039d541dba8fa6,1/10/2017,2/28/2017
6577,outfit.76e513e7ba654a648bf90044a81b3926,3/21/2019,3/25/2019
5669,outfit.cfa3420112ce41888bc0bc1f82a3519f,10/11/2019,10/14/2019
2957,outfit.bb723feff3247e9f,7/3/2018,7/9/2018
7090,outfit.030be8f1ab0549db86e542e2ad08a5b2,8/30/2019,9/2/2019
5240,outfit.8540f9229614257a,12/21/2017,12/22/2017
5339,outfit.b613acc51d432ec7,4/23/2019,4/29/2019
6589,outfit.8f928d7877b969af,9/19/2019,9/25/2019
3259,outfit.b2cb4b87e0f8fce5,1/31/2017,2/7/2017
6712,outfit.ed0927d3ff3a415594382d57ef9d4f2a,8/3/2018,8/6/2018
2245,outfit.2055788ae1cb401bb3e88f887d5bd028,12/10/2018,12/12/2018
2755,outfit.6c4dd0c71db040ae9ac85030d4403e3e,12/6/2018,12/13/2018
6371,outfit.6e67b1da956c4635b7d67622604d2bbb,7/5/2019,7/10/2019
5581,outfit.cdcd1bdbc00e4a1cb9b80f7f5bbddd49,5/8/2018,5/13/2018
7368,outfit.85b4a99c5e6af89d,12/14/2018,12/17/2018
2453,outfit.944185e8eec8066a,2/9/2017,2/28/2017
906,outfit.9016305fd4156a4f,6/8/2018,6/13/2018
7112,outfit.cf7f6a83f16a490aa765d3ead2b2b82e,6/6/2018,6/8/2018
2760,outfit.ab2165f006de873a,6/30/2017,7/3/2017
4579,outfit.863bc2ecb4b6d84a,8/24/2017,8/30/2017
2878,outfit.820179fa25670e17,11/8/2018,11/12/2018
2621,outfit.ae7edd543128c277,4/23/2018,7/23/2018
3775,outfit.8d6c27efd963fde3,10/21/2017,11/17/2017
5919,outfit.adcf3e82a1b9c032,8/23/2018,8/27/2018
5029,outfit.84d367ebb5389860,6/9/2017,6/18/2017
4049,outfit.379ed2da3cb6428c9c9402855dfd61f8,5/9/2019,5/12/2019
4490,outfit.b0d5ca1e933ef97a,9/1/2017,9/15/2017
7092,outfit.de9bb67f888b4037bbc2af90b53a4829,12/21/2019,12/23/2019
5884,outfit.aaca17b77fdc4a90b2f1a20631dd0dd4,10/10/2019,10/19/2019
1298,outfit.af375355b998599e,9/4/2018,9/10/2018
738,outfit.8dd600ca3673694c,3/30/2017,4/27/2017
4764,outfit.b45f71cef3bf96b3,6/7/2019,6/11/2019
535,outfit.b02888637a450867,8/10/2017,8/14/2017
2446,outfit.bf299b7d8eeed1e5,6/7/2017,6/13/2017
190,outfit.e8e4d130fa3e4f108127dc74fd854a75,4/18/2018,4/23/2018
4738,outfit.8db90f1e88eb432e9422eaf57fc55562,2/28/2020,2/29/2020
5443,outfit.925c69db26f6bbae,9/11/2018,9/17/2018
2209,outfit.898c5a470b3f7745,10/16/2018,10/20/2018
7305,outfit.d39e1ea737f34b539bee8e0a7dfc0797,9/7/2018,9/10/2018
6560,outfit.8ab6c6c3cde7468e,8/10/2018,8/13/2018
746,outfit.b391c8142a914473a40c2dd50bc27d15,3/22/2019,3/25/2019
350,outfit.9739950a93f6aa90,6/16/2017,6/26/2017
835,outfit.ea6e2ed1ee964a7aa263a287d6d5663b,2/5/2019,2/8/2019
7226,outfit.accb7df373297721,6/30/2017,7/29/2017
645,outfit.90f7caee60bf4dbf8f731e83d2560155,2/15/2019,2/18/2019
5134,outfit.848789b70cdd4d81aa7e1be53feaf247,6/19/2019,6/23/2019
2309,outfit.b2ac0788309300c6,6/22/2017,7/20/2017
5573,outfit.aa3e933711a2177e,8/9/2017,8/19/2017
2411,outfit.d6241a805f5e4108abfbdbc9f58fcb23,5/3/2019,5/12/2019
3111,outfit.ba29cff347e0ca73,12/15/2016,1/1/2017
3609,outfit.b45f71cef3bf96b3,6/14/2017,6/21/2017
3094,outfit.a1e7bca1ce3791d6,9/27/2017,10/26/2017
5479,outfit.84d367ebb5389860,3/21/2018,4/20/2018
3016,outfit.9e6696c409727ca2,6/16/2017,6/18/2017
2621,outfit.b846fdc150eac9f0,5/22/2017,5/23/2017
7040,outfit.b619ba973b4b49d79c89863737097ab3,11/4/2019,11/7/2019
535,outfit.9421cb2ac2a8e43d,6/9/2017,6/25/2017
4081,outfit.f5cdd470173a4cbb913353aac985eebe,8/6/2019,8/10/2019
5827,outfit.7351b9594dfe43e68810cd2359952ee3,3/20/2019,4/1/2019
2198,outfit.2593e13f5bc34029857efadabbcb7424,8/8/2018,8/14/2018
680,outfit.cefb61de6cab4200a373a7ad313001f6,4/15/2019,5/15/2019
3775,outfit.9b89ef142e963791,6/3/2017,8/7/2017
1052,outfit.99d4b94472138c8d,8/30/2018,9/5/2018
6632,outfit.98d6cf4fef49ec24,2/24/2018,3/25/2018
1423,outfit.9ac1c1fb5f58406ea297d75b92e0427b,7/5/2019,7/7/2019
5773,outfit.ae61dd6f751498f2,9/8/2017,9/18/2017
3267,outfit.4dd6b2524e5b4379baa90d5f3f80280a,10/21/2019,10/31/2019
5370,outfit.8c4fd420f4c7447590144d2fa4bf6f8c,6/22/2019,6/24/2019
6241,outfit.905ebbead16b82fa,8/16/2017,8/21/2017
1747,outfit.50db4782a8974ff281b43ea28f455d88,5/3/2019,5/6/2019
4556,outfit.a35bff044de54bf2,9/4/2017,9/13/2017
322,outfit.8745fe6f294d4f41,8/30/2017,9/5/2017
1429,outfit.22e47ac833dc47889bf2c9bf6baed182,12/14/2019,12/19/2019
1375,outfit.bd061db386d78a56,6/22/2019,6/24/2019
223,outfit.0135459b57244e00a6b7ec6f9240c653,1/7/2020,1/11/2020
3558,outfit.95537b4e967d581a,9/19/2017,9/26/2017
7074,outfit.6348c5a5b5b046b4806337a7a04ae975,12/9/2018,12/14/2018
4738,outfit.35331fbfbbe04b9ca3dfc1535cf148fc,2/28/2020,2/29/2020
6031,outfit.c31e30a60b8f4e9db91239497018b1b1,1/28/2020,1/31/2020
263,outfit.fbee481371134893b57b7163f971c662,2/22/2019,2/25/2019
6112,outfit.804540f3384690cf,5/21/2017,6/3/2017
6757,outfit.684efa997862433aaf292a14289eaa4a,9/8/2018,9/10/2018
2241,outfit.3df3b89c46ca46cc9f06b7580e70543d,12/21/2018,12/22/2018
6274,outfit.b2e035a8cce61dcb,7/11/2019,7/15/2019
4680,outfit.b29e9f21fd964482,12/10/2017,12/21/2017
3492,outfit.46796cfb57174c9cb04ef0489123a073,6/28/2019,7/1/2019
1961,outfit.afca4228ce87682f,4/14/2018,4/19/2018
